id,village,rus_village,lat,lon,lang,aff,family,standard,default_level,dialect_toplevel,dialect_toplevel_cyr,dialect_nt1,dialect_nt1_cyr,dialect_nt2,dialect_nt2_cyr,dialect_nt3,dialect_nt3_cyr,village_dialect,gltc_lang,lang_col,aff_col,dataset_version
489,Gadiri,Гадири,42.566265,46.065746,Chamalal,Avar-Andic,East Caucasian,NA,Chamalal,Gadyri,Гадыринский,NA,NA,NA,NA,NA,NA,Gadiri,cham1309,#000099,#9900ff,2025-03-20
490,Gachitli,Гачитли,42.551361,46.088803,Chamalal,Avar-Andic,East Caucasian,NA,Chamalal,Gadyri,Гадыринский,NA,NA,NA,NA,NA,NA,Gachitli,cham1309,#000099,#9900ff,2025-03-20
491,Gigikh,Гигих,42.532529,46.101767,Chamalal,Avar-Andic,East Caucasian,NA,Chamalal,Gadyri,Гадыринский,NA,NA,NA,NA,NA,NA,Gigikh,cham1309,#000099,#9900ff,2025-03-20
493,Kochali,Кочали,42.527888,46.116112,Chamalal,Avar-Andic,East Caucasian,NA,Chamalal,Gadyri,Гадыринский,NA,NA,NA,NA,NA,NA,Kochali,cham1309,#000099,#9900ff,2025-03-20
494,Nizhnee Gakvari,Нижнее Гаквари,42.53602,46.05171,Chamalal,Avar-Andic,East Caucasian,NA,Chamalal,Lower Gakvari,Нижнегакваринский,NA,NA,NA,NA,NA,NA,Nizhnee Gakvari,cham1309,#000099,#9900ff,2025-03-20
495,Richaganikh,Ричаганих,42.49724,46.05853,Chamalal,Avar-Andic,East Caucasian,NA,Chamalal,Tsumadi,Гакваринский,NA,NA,NA,NA,NA,NA,Richaganikh,cham1309,#000099,#9900ff,2025-03-20
496,Tsidatl',Цидатль,42.51855,46.05795,Chamalal,Avar-Andic,East Caucasian,NA,Chamalal,Lower Gakvari,Нижнегакваринский,NA,NA,NA,NA,NA,NA,Tsidatl',cham1309,#000099,#9900ff,2025-03-20
497,Tsuydi,Цуйди,42.52334,46.07182,Chamalal,Avar-Andic,East Caucasian,NA,Chamalal,Lower Gakvari,Нижнегакваринский,NA,NA,NA,NA,NA,NA,Tsuydi,cham1309,#000099,#9900ff,2025-03-20
498,Tsumada,Цумада,42.48187,46.05247,Chamalal,Avar-Andic,East Caucasian,NA,Chamalal,Tsumadi,Гакваринский,NA,NA,NA,NA,NA,NA,Tsumada,cham1309,#000099,#9900ff,2025-03-20
499,Tsumada-Urukh,Цумада-Урух,42.474208,46.063467,Chamalal,Avar-Andic,East Caucasian,NA,Chamalal,Tsumadi,Цумадинский,NA,NA,NA,NA,NA,NA,Tsumada-Urukh,cham1309,#000099,#9900ff,2025-03-20
500,Egdada,Эгдада,42.4681009,46.0549675,Chamalal,Avar-Andic,East Caucasian,NA,Chamalal,Lower Gakvari,Нижнегакваринский,NA,NA,NA,NA,NA,NA,Egdada,cham1309,#000099,#9900ff,2025-03-20
501,Gigatli-Urukh,Гигатли-Урух,42.590934,46.142589,Chamalal,Avar-Andic,East Caucasian,NA,Chamalal,NA,NA,NA,NA,NA,NA,NA,NA,Gigatli-Urukh,cham1309,#000099,#9900ff,2025-03-20
502,Gigatl',Гигатль,42.58136,46.0964,Chamalal,Avar-Andic,East Caucasian,NA,Chamalal,NA,NA,NA,NA,NA,NA,NA,NA,Gigatl',cham1309,#000099,#9900ff,2025-03-20
503,Beledi,Беледи,42.66722,46.05361,Godoberi,Avar-Andic,East Caucasian,NA,Godoberi,Beledi-Zibirkhali,Беледи-зибирхалинский,NA,NA,NA,NA,NA,NA,Beledi,ghod1238,#003399,#9900ff,2025-03-20
504,Godoberi,Годобери,42.6258,46.1189,Godoberi,Avar-Andic,East Caucasian,NA,Godoberi,Godoberi,NA,NA,NA,NA,NA,NA,NA,Godoberi,ghod1238,#003399,#9900ff,2025-03-20
505,Zibirkhali,Зибирхали,42.66833,46.07194,Godoberi,Avar-Andic,East Caucasian,NA,Godoberi,Beledi-Zibirkhali,Беледи-зибирхалинский,NA,NA,NA,NA,NA,NA,Zibirkhali,ghod1238,#003399,#9900ff,2025-03-20
506,Anchik,Анчик,42.608098,46.271717,Karata-Tukita,Avar-Andic,East Caucasian,NA,Karata-Tukita,Anchiq,Анчихский,NA,NA,NA,NA,NA,NA,Anchik,kara1474,#666699,#9900ff,2025-03-20
507,Archo,Арчо,42.597691,46.305756,Karata-Tukita,Avar-Andic,East Caucasian,NA,Karata-Tukita,Karata,Каратинский,NA,NA,NA,NA,NA,NA,Archo,kara1474,#666699,#9900ff,2025-03-20
508,Verkhnee Inkhelo,Верхнее Инхело,42.62035,46.329732,Karata-Tukita,Avar-Andic,East Caucasian,NA,Karata-Tukita,Karata,Каратинский,NA,NA,NA,NA,NA,NA,Verkhnee Inkhelo,kara1474,#666699,#9900ff,2025-03-20
509,Karata,Карата,42.5942,46.3419,Karata-Tukita,Avar-Andic,East Caucasian,NA,Karata-Tukita,Karata,Каратинский,NA,NA,NA,NA,NA,NA,Karata,kara1474,#666699,#9900ff,2025-03-20
510,Mashtada,Маштада,42.61362,46.314659,Karata-Tukita,Avar-Andic,East Caucasian,NA,Karata-Tukita,Karata,Каратинский,Mashtada-Rachabulda,Маштада-рачабулдинский,NA,NA,NA,NA,Mashtada,kara1474,#666699,#9900ff,2025-03-20
511,Nizhnee Inkhelo,Нижнее Инхело,42.645134,46.259367,Karata-Tukita,Avar-Andic,East Caucasian,NA,Karata-Tukita,Karata,Каратинский,NA,NA,NA,NA,NA,NA,Nizhnee Inkhelo,kara1474,#666699,#9900ff,2025-03-20
512,Ratsitl,Рацитль,42.63788,46.33455,Karata-Tukita,Avar-Andic,East Caucasian,NA,Karata-Tukita,Karata,Каратинский,NA,NA,NA,NA,NA,NA,Ratsitl,kara1474,#666699,#9900ff,2025-03-20
513,Rachabulda,Рачабулда,42.617256,46.300014,Karata-Tukita,Avar-Andic,East Caucasian,NA,Karata-Tukita,Karata,Каратинский,Mashtada-Rachabulda,Маштада-рачабулдинский,NA,NA,NA,NA,Rachabulda,kara1474,#666699,#9900ff,2025-03-20
515,Tsumali,Цумали,42.607619,46.260923,Karata-Tukita,Avar-Andic,East Caucasian,NA,Karata-Tukita,Anchiq,Анчихский,NA,NA,NA,NA,NA,NA,Tsumali,kara1474,#666699,#9900ff,2025-03-20
516,Kvankhidatli,Кванхидатли,42.65789,46.271742,Andi,Avar-Andic,East Caucasian,NA,Andi,NA,NA,NA,NA,NA,NA,NA,NA,Kvankhidatli,lowe1465,#003366,#9900ff,2025-03-20
517,Muni,Муни,42.680242,46.308874,Andi,Avar-Andic,East Caucasian,NA,Andi,NA,NA,NA,NA,NA,NA,NA,NA,Muni,lowe1465,#003366,#9900ff,2025-03-20
519,Izano,Изано,42.52735,46.40389,Northern Akhvakh,Avar-Andic,East Caucasian,NA,Akhvakh,NA,NA,NA,NA,NA,NA,NA,NA,Izano,akhv1239,#9900ff,#9900ff,2025-03-20
520,Kvankero,Кванкеро,42.55244,46.3404,Northern Akhvakh,Avar-Andic,East Caucasian,NA,Akhvakh,NA,NA,NA,NA,NA,NA,NA,NA,Kvankero,akhv1239,#9900ff,#9900ff,2025-03-20
521,Kudiyabroso,Кудиябросо,42.541069,46.377932,Northern Akhvakh,Avar-Andic,East Caucasian,NA,Akhvakh,NA,NA,NA,NA,NA,NA,NA,NA,Kudiyabroso,akhv1239,#9900ff,#9900ff,2025-03-20
522,Lologonitl',Лологонитль,42.51398,46.33093,Northern Akhvakh,Avar-Andic,East Caucasian,NA,Akhvakh,NA,NA,NA,NA,NA,NA,NA,NA,Lologonitl',akhv1239,#9900ff,#9900ff,2025-03-20
523,Tad-Magitl',Тад-магитль,42.550266,46.348953,Northern Akhvakh,Avar-Andic,East Caucasian,NA,Akhvakh,NA,NA,NA,NA,NA,NA,NA,NA,Tad-Magitl',akhv1239,#9900ff,#9900ff,2025-03-20
524,Tsvakilkolo,Цвакилколо,42.55213,46.35351,Northern Akhvakh,Avar-Andic,East Caucasian,NA,Akhvakh,NA,NA,NA,NA,NA,NA,NA,NA,Tsvakilkolo,akhv1239,#9900ff,#9900ff,2025-03-20
525,Ratlub,Ратлуб,42.359268,46.433433,Southern Akhvakh,Avar-Andic,East Caucasian,NA,Akhvakh,NA,NA,NA,NA,NA,NA,NA,NA,Ratlub,sout3319,#9900ff,#9900ff,2025-03-20
526,Tlyanub,Тлянуб,42.43568,46.45745,Southern Akhvakh,Avar-Andic,East Caucasian,NA,Akhvakh,NA,NA,NA,NA,NA,NA,NA,NA,Tlyanub,sout3319,#9900ff,#9900ff,2025-03-20
527,Tsekob,Цекоб,42.422785,46.450219,Southern Akhvakh,Avar-Andic,East Caucasian,NA,Akhvakh,NA,NA,NA,NA,NA,NA,NA,NA,Tsekob,sout3319,#9900ff,#9900ff,2025-03-20
528,Aknada,Акнада,42.4024828,46.1693204,Tindi,Avar-Andic,East Caucasian,NA,Tindi,Aknada-Angida,Акнада-ангидинский,NA,NA,NA,NA,NA,NA,Aknada,tind1238,#333399,#9900ff,2025-03-20
529,Angida,Ангида,42.43279,46.1924,Tindi,Avar-Andic,East Caucasian,NA,Tindi,Aknada-Angida,Акнада-ангидинский,NA,NA,NA,NA,NA,NA,Angida,tind1238,#333399,#9900ff,2025-03-20
530,Asha,Аша,42.450373,46.3334458,Tindi,Avar-Andic,East Caucasian,NA,Tindi,Tindi,Тиндинский,NA,NA,NA,NA,NA,NA,Asha,tind1238,#333399,#9900ff,2025-03-20
531,Bekhvalutchi,Бехвалутчи,42.464704,46.139754,Tindi,Avar-Andic,East Caucasian,NA,Tindi,Tindi,Тиндинский,NA,NA,NA,NA,NA,NA,Bekhvalutchi,tind1238,#333399,#9900ff,2025-03-20
532,Gadaychi,Гадайчи,42.470059,46.070951,Tindi,Avar-Andic,East Caucasian,NA,Tindi,Tindi,Тиндинский,NA,NA,NA,NA,NA,NA,Gadaychi,tind1238,#333399,#9900ff,2025-03-20
533,Gvanachi,Гваначи,42.4606005,46.1622609,Tindi,Avar-Andic,East Caucasian,NA,Tindi,Tindi,Тиндинский,NA,NA,NA,NA,NA,NA,Gvanachi,tind1238,#333399,#9900ff,2025-03-20
534,Gunduchi,Гундучи,42.424818,46.15836,Tindi,Avar-Andic,East Caucasian,NA,Tindi,Tindi,Тиндинский,NA,NA,NA,NA,NA,NA,Gunduchi,tind1238,#333399,#9900ff,2025-03-20
535,Mukharkh,Мухарх,42.459302,46.15171,Tindi,Avar-Andic,East Caucasian,NA,Tindi,Tindi,Тиндинский,NA,NA,NA,NA,NA,NA,Mukharkh,tind1238,#333399,#9900ff,2025-03-20
536,Sanukh,Санух,42.47054,46.13446,Tindi,Avar-Andic,East Caucasian,NA,Tindi,Tindi,Тиндинский,NA,NA,NA,NA,NA,NA,Sanukh,tind1238,#333399,#9900ff,2025-03-20
537,Tenla,Тенла,42.465771,46.128629,Tindi,Avar-Andic,East Caucasian,NA,Tindi,Tindi,Тиндинский,NA,NA,NA,NA,NA,NA,Tenla,tind1238,#333399,#9900ff,2025-03-20
538,Tindi,Тинди,42.454716,46.13469,Tindi,Avar-Andic,East Caucasian,NA,Tindi,Tindi,Тиндинский,NA,NA,NA,NA,NA,NA,Tindi,tind1238,#333399,#9900ff,2025-03-20
539,Tissi,Тисси,42.48917,46.14395,Tindi,Avar-Andic,East Caucasian,NA,Tindi,Tindi,Тиндинский,NA,NA,NA,NA,NA,NA,Tissi,tind1238,#333399,#9900ff,2025-03-20
540,Tissi-Akhitli,Тисси-Ахитли,42.501506,46.103923,Tindi,Avar-Andic,East Caucasian,NA,Tindi,Tindi,Тиндинский,NA,NA,NA,NA,NA,NA,Tissi-Akhitli,tind1238,#333399,#9900ff,2025-03-20
541,Khalikh,Халих,42.48467,46.09121,Tindi,Avar-Andic,East Caucasian,NA,Tindi,Tindi,Тиндинский,NA,NA,NA,NA,NA,NA,Khalikh,tind1238,#333399,#9900ff,2025-03-20
542,Echeda,Эчеда,42.43436,45.992398,Tindi,Avar-Andic,East Caucasian,NA,Tindi,Tindi,Тиндинский,NA,NA,NA,NA,NA,NA,Echeda,tind1238,#333399,#9900ff,2025-03-20
543,Tukita,Тукита,42.57056,46.37278,Karata-Tukita,Avar-Andic,East Caucasian,NA,Karata-Tukita,NA,NA,NA,NA,NA,NA,NA,NA,Tukita,kara1474,#666699,#9900ff,2025-03-20
544,Andi,Анди,42.7856,46.2639,Andi,Avar-Andic,East Caucasian,NA,Andi,NA,NA,NA,NA,NA,NA,NA,NA,Andi,uppe1485,#003366,#9900ff,2025-03-20
545,Ashali,Ашали,42.76963,46.30878,Andi,Avar-Andic,East Caucasian,NA,Andi,NA,NA,NA,NA,NA,NA,NA,NA,Ashali,uppe1485,#003366,#9900ff,2025-03-20
546,Gagatli,Гагатли,42.800361,46.292645,Andi,Avar-Andic,East Caucasian,NA,Andi,NA,NA,NA,NA,NA,NA,NA,NA,Gagatli,uppe1485,#003366,#9900ff,2025-03-20
547,Gunkha,Гунха,42.78968,46.28275,Andi,Avar-Andic,East Caucasian,NA,Andi,NA,NA,NA,NA,NA,NA,NA,NA,Gunkha,uppe1485,#003366,#9900ff,2025-03-20
548,Zilo,Зило,42.731394,46.319223,Andi,Avar-Andic,East Caucasian,NA,Andi,NA,NA,NA,NA,NA,NA,NA,NA,Zilo,uppe1485,#003366,#9900ff,2025-03-20
549,Mekheturi,Мехетури,42.70556,46.2375,Andi,Avar-Andic,East Caucasian,NA,Andi,NA,NA,NA,NA,NA,NA,NA,NA,Mekheturi,uppe1485,#003366,#9900ff,2025-03-20
550,Rikvani,Риквани,42.782304,46.319372,Andi,Avar-Andic,East Caucasian,NA,Andi,NA,NA,NA,NA,NA,NA,NA,NA,Rikvani,uppe1485,#003366,#9900ff,2025-03-20
551,Rushukha,Рушуха,42.715089999999996,46.28112,Andi,Avar-Andic,East Caucasian,NA,Andi,NA,NA,NA,NA,NA,NA,NA,NA,Rushukha,uppe1485,#003366,#9900ff,2025-03-20
552,Khando,Хандо,42.72694,46.23361,Andi,Avar-Andic,East Caucasian,NA,Andi,NA,NA,NA,NA,NA,NA,NA,NA,Khando,uppe1485,#003366,#9900ff,2025-03-20
553,Tsibilta,Цибилта,42.74322,46.24311,Andi,Avar-Andic,East Caucasian,NA,Andi,NA,NA,NA,NA,NA,NA,NA,NA,Tsibilta,uppe1485,#003366,#9900ff,2025-03-20
554,Chanko,Чанко,42.717936,46.246417,Andi,Avar-Andic,East Caucasian,NA,Andi,NA,NA,NA,NA,NA,NA,NA,NA,Chanko,uppe1485,#003366,#9900ff,2025-03-20
555,Shivor,Шивор,42.714662,46.256637,Andi,Avar-Andic,East Caucasian,NA,Andi,NA,NA,NA,NA,NA,NA,NA,NA,Shivor,uppe1485,#003366,#9900ff,2025-03-20
